257,Marquette,USW00094850,46.5311,-87.5483,MARQUETTE CITY,1872-01-01,12/31/1978
258,Marquette,USW00094850,46.5311,-87.5483,MARQUETTE WFO,1/1/1979,12/31/2021
259,Lansing,USW00014836,42.7803,-84.5789,EAST LANSING,1864-01-01,4/30/1948
260,Lansing,USW00014836,42.7803,-84.5789,LANSING CAPITAL CITY ARPT,5/1/1948,7/31/1954
261,Lansing,USW00014836,42.7803,-84.5789,EAST LANSING,8/1/1954,4/30/1959
262,Lansing,USW00014836,42.7803,-84.5789,LANSING CAPITAL CITY ARPT,5/1/1959,12/31/2021
263,GrandRapids,USW00094860,42.8939,-85.5447,GRAND RAPIDS,1893-01-01,12/31/1940
264,GrandRapids,USW00094860,42.8939,-85.5447,GRAND RAPIDS AP,1/1/1941,11/23/1963
265,GrandRapids,USW00094860,42.8939,-85.5447,GRAND RAPIDS GERALD R FORD INT,11/24/1963,12/31/2021
266,Detroit,USW00094847,42.2314,-83.3308,DETROIT CITY,1874-01-01,12/31/1933
267,Detroit,USW00094847,42.2314,-83.3308,DETROIT CITY AP,1/1/1934,3/31/1966
268,Detroit,USW00094847,42.2314,-83.3308,DETROIT METROPOLITAN ARPT,4/1/1966,12/31/2021
269,Worcester,USW00094746,42.2706,-71.8731,WORCESTER,1892-01-01,5/31/1948
270,Worcester,USW00094746,42.2706,-71.8731,WORCESTER REGIONAL ARPT,6/1/1948,12/31/2021
271,Milton,USW00014753,42.2122,-71.1136,EAST MILTON BLUE HILL OBSERVAT,1893-01-01,12/31/2021
272,Boston,USW00014739,42.3606,-71.0106,BOSTON CITY WSO,1872-01-01,12/31/1935
273,Boston,USW00014739,42.3606,-71.0106,BOSTON LOGAN INTL ARPT,1/1/1936,12/31/2021
274,Baltimore,USW00093721,39.1836,-76.6542,BALTIMORE CUSTOMS HOUSE,1871-01-01,7/22/1950
275,Baltimore,USW00093721,39.1836,-76.6542,BALTIMORE-WASHINGTON INTL AP,7/23/1950,12/31/2021
276,PortlandME,USW00014764,43.6497,-70.3003,PORTLAND CITY,1872-01-01,11/24/1940
277,PortlandME,USW00014764,43.6497,-70.3003,PORTLAND INTL JETPORT,11/25/1940,12/31/2021
278,Natchitoches,USC00166584,31.8142,-93.0856,Natchitoches,1894-01-01,7/31/2010
279,Natchitoches,USC00166584,31.8142,-93.0856,Natchitoches #2,8/1/2010,12/31/2021
280,Monroe,USW00013942,32.5156,-92.0406,Monroe #2,1893-01-01,12/31/1929
281,Monroe,USW00013942,32.5156,-92.0406,Monroe Regional AP,1/1/1930,12/31/2021
282,Shreveport,USW00013957,32.4506,-93.8411,SHREVEPORT CITY,1872-01-01,9/30/1941
283,Shreveport,USW00013957,32.4506,-93.8411,SHREVEPORT REGIONAL ARPT,10/1/1941,12/31/2021
284,LakeCharles,USW00003937,30.125,-93.2158,LAKE CHARLES DOWNTOWN,1895-01-01,2/11/1939
285,LakeCharles,USW00003937,30.125,-93.2158,LAKE CHARLES CHENNAULT AIRPORT,2/12/1939,11/21/1961
286,LakeCharles,USW00003937,30.125,-93.2158,LAKE CHARLES REGIONAL AIRPORT,11/22/1961,12/31/2021
287,BatonRouge,USW00013970,30.5372,-91.1469,BATON ROUGE,1893-01-01,12/31/1929
288,BatonRouge,USW00013970,30.5372,-91.1469,BATON ROUGE RYAN ARPT,1/1/1930,12/31/2021
289,Louisville,USW00093821,38.1811,-85.7392,LOUISVILLE WBO,1873-01-01,6/30/1945
290,Louisville,USW00093821,38.1811,-85.7392,LOUISVILLE BOWMAN FLD,7/1/1945,12/31/1947
291,Louisville,USW00093821,38.1811,-85.7392,LOUISVILLE STANDIFORD FIELD,1/1/1948,10/31/1995
292,Louisville,USW00093821,38.1811,-85.7392,LOUISVILLE WFO,11/1/1995,12/31/2005
293,Louisville,USW00093821,38.1811,-85.7392,LOUISVILLE STANDIFORD FIELD,1/1/2006,12/31/2021
294,Lexington,USW00093820,38.0408,-84.6058,LEXINGTON BLUEGRASS AP,1873-01-01,12/31/2021
295,Topeka,USW00013996,39.0725,-95.6261,TOPEKA WBO,1888-01-01,7/31/1946
296,Topeka,USW00013996,39.0725,-95.6261,TOPEKA MUNICIPAL AP,8/1/1946,12/31/2021
297,Goodland,USW00023065,39.3669,-101.7,GOODLAND RENNER FIELD,1896-01-01,12/31/2021
298,DodgeCity,USW00013985,37.7608,-99.9683,DODGE CITY DOWNTOWN,1875-01-01,6/30/1942
299,DodgeCity,USW00013985,37.7608,-99.9683,DODGE CITY REGIONAL AP,7/1/1942,12/31/2021
300,Concordia,USW00013984,39.5514,-97.6508,CONCORDIA BLOSSER MUNI AP,1886-01-01,12/31/2021
301,CedarRapids,USW00014990,41.8833,-91.7167,Cedar Rapids #1,1893-01-01,5/31/1953
302,CedarRapids,USW00014990,41.8833,-91.7167,Cedar Rapids AP,6/1/1953,12/31/2021
303,Spencer,USW00014972,43.1644,-95.2021,Spencer 1 N,1896-01-01,3/31/1998
304,Spencer,USW00014972,43.1644,-95.2021,Spencer Municipal Airport,4/1/1998,12/31/2021
305,Waterloo,USW00094910,42.5544,-92.4011,WATERLOO,1895-01-01,2/28/1950
306,Waterloo,USW00094910,42.5544,-92.4011,WATERLOO MUNICIPAL AP,3/1/1950,12/31/2021
307,SiouxCity,USW00014943,42.3914,-96.3792,SIOUX CITY,1890-01-01,1895-12-31
308,SiouxCity,USW00014943,42.3914,-96.3792,SIOUX CITY SIOUX GATEWAY AP,1/1/1996,12/31/2021
309,Dubuque,USW00094908,42.3978,-90.7036,DUBUQUE RIVER,1874-01-01,1/31/1951
310,Dubuque,USW00094908,42.3978,-90.7036,DUBUQUE REGIONAL AP,2/1/1951,12/31/2021
311,DesMoines,USW00014933,41.5339,-93.6531,DES MOINES SE 6TH,1879-01-01,8/31/1939
312,DesMoines,USW00014933,41.5339,-93.6531,DES MOINES INTL AP,9/1/1939,12/31/2021
313,SouthBend,USW00014848,41.7072,-86.3164,SOUTH BEND MICHIANA RGNL AP,1894-01-01,12/31/2021
314,Indianapolis,USW00093819,39.7075,-86.2803,INDIANAPOLIS WB CITY,1872-01-01,12/31/1942
315,Indianapolis,USW00093819,39.7075,-86.2803,INDIANAPOLIS INTL AP,1/1/1943,12/31/2021
316,FortWayne,USW00014827,40.9706,-85.2064,FORT WAYNE CITY,1898-01-01,11/13/1940
317,FortWayne,USW00014827,40.9706,-85.2064,FORT WAYNE INTL AP,11/14/1940,12/31/2021
318,Evansville,USW00093817,38.0442,-87.5206,EVANSVILLE REGIONAL AP,1897-01-01,12/31/2021
319,Springfield,USW00093822,39.8447,-89.6839,SPRINGFIELD,1880-01-01,12/31/1947
320,Springfield,USW00093822,39.8447,-89.6839,SPRINGFIELD ABRAHAM LINCOLN AP,1/1/1948,12/31/2021
321,Rockford,USW00094822,42.1928,-89.0931,ROCKFORD,1893-01-01,12/31/1947
322,Rockford,USW00094822,42.1928,-89.0931,ROCKFORD GREATER ROCKFORD AP,1/1/1951,12/31/2021
323,Peoria,USW00014842,40.6675,-89.6839,PEORIA,1883-01-01,1/31/1905
324,Peoria,USW00014842,40.6675,-89.6839,PEORIA WBO,2/1/1905,5/3/1943
325,Peoria,USW00014842,40.6675,-89.6839,PEORIA GREATER PEORIA AP,5/4/1943,12/31/2021
326,Moline,USW00014923,41.4653,-90.5233,DAVENPORT WBO CITY,1872-01-01,12/31/1931
327,Moline,USW00014923,41.4653,-90.5233,MOLINE QUAD CITY INTL AP,1/1/1932,8/31/1935
328,Moline,USW00014923,41.4653,-90.5233,DAVENPORT WBO CITY,9/1/1935,8/6/1936
329,Moline,USW00014923,41.4653,-90.5233,MOLINE QUAD CITY INTL AP,8/7/1936,12/13/1936
330,Moline,USW00014923,41.4653,-90.5233,DAVENPORT WBO CITY,12/14/1936,2/17/1937
331,Moline,USW00014923,41.4653,-90.5233,MOLINE QUAD CITY INTL AP,2/18/1937,12/31/2021
332,Chicago,USW00094846,41.995,-87.9336,CHICAGO,1871-01-01,12/1/1925
333,Chicago,USW00094846,41.995,-87.9336,CHICAGO UNIVERSITY,1/1/1926,6/30/1942
334,Chicago,USW00094846,41.995,-87.9336,CHICAGO MIDWAY AP,7/1/1942,1/16/1980
335,Chicago,USW00094846,41.995,-87.9336,CHICAGO OHARE INTL AP,1/17/1980,12/31/2021
336,Lewiston,USW00024149,46.3747,-117.0156,LEWISTON,1882-01-01,12/31/1947
337,Lewiston,USW00024149,46.3747,-117.0156,LEWISTON NEZ PERCE CNTY AP,1/1/1948,12/31/2021
338,Boise,USW00024131,43.5667,-116.2406,BOISE CITY,1875-01-01,12/31/1939
339,Boise,USW00024131,43.5667,-116.2406,BOISE AIR TERMINAL,1/1/1940,12/31/2021
340,Savannah,USW00003822,32.13,-81.21,SAVANNAH CITY,1871-01-01,4/30/1945
341,Savannah,USW00003822,32.13,-81.21,SAVANNAH HUNTER FIELD,5/1/1945,9/30/1950
342,Savannah,USW00003822,32.13,-81.21,SAVANNAH INTL AP,10/1/1950,12/31/2021
343,Macon,USW00003813,32.6847,-83.6528,MACON,1893-01-01,1899-04-07
344,Macon,USW00003813,32.6847,-83.6528,MACON WB CITY,1899-04-08,11/30/1948
345,Macon,USW00003813,32.6847,-83.6528,MACON MIDDLE GA REGIONAL AP,12/1/1948,12/31/2021
346,ColumbusGA,USW00093842,32.5161,-84.9422,COLUMBUS GA,1892-01-01,12/31/1947
347,ColumbusGA,USW00093842,32.5161,-84.9422,COLUMBUS METROPOLITAN ARPT,1/1/1948,12/31/2021
348,Augusta,USW00003820,33.3644,-81.9633,AUGUSTA CITY,1872-01-01,3/31/1944
349,Augusta,USW00003820,33.3644,-81.9633,AUGUSTA DANIEL FIELD,4/1/1944,6/30/1950
350,Augusta,USW00003820,33.3644,-81.9633,AUGUSTA BUSH FIELD,7/1/1950,12/31/2021
351,Atlanta,USW00013874,33.63,-84.4417,ATLANTA WSO CITY,1879-01-01,8/31/1928
352,Atlanta,USW00013874,33.63,-84.4417,ATLANTA HARTSFIELD INTL AP,9/1/1928,12/31/2021
353,Athens,USW00013873,33.9481,-83.3275,ATHENS,1858-01-01,5/31/1944
354,Athens,USW00013873,33.9481,-83.3275,ATHENS BEN EPPS AP,6/1/1944,12/31/2021
355,WestPalmBeach,USW00012844,26.6847,-80.0994,JUPITER-HYPOLUXO,1889-01-01,12/1/1999
356,WestPalmBeach,USW00012844,26.6847,-80.0994,HYPOLUXO,1899-12-02,12/31/1929
357,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH,1/1/1930,6/30/1938
358,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH INTL ARPT,7/1/1938,10/31/1938
359,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH,11/1/1938,11/30/1938
360,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH INTL ARPT,12/1/1938,5/30/1939
361,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH,6/1/1939,9/30/1940
362,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH INTL ARPT,10/1/1940,12/31/1940
363,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH,1/1/1941,1/31/1941
364,WestPalmBeach,USW00012844,26.6847,-80.0994,WEST PALM BEACH INTL ARPT,2/1/1941,12/31/2021
365,Tampa,USW00012842,27.9619,-82.5403,TAMPA WBO,1891-01-01,12/31/1940
366,Tampa,USW00012842,27.9619,-82.5403,TAMPA PETER O KNIGHT AP,1/1/1941,6/5/1946
367,Tampa,USW00012842,27.9619,-82.5403,TAMPA INTERNATIONAL AP,6/7/1946,12/31/2021
368,Tallahassee,USW00093805,30.3975,-84.3289,TALLAHASSEE,1893-01-01,7/31/1942
369,Tallahassee,USW00093805,30.3975,-84.3289,TALLAHASSEE REGIONAL AP,8/1/1942,12/31/2021
370,Pensacola,USW00013899,30.4781,-87.1869,PENSACOLA WBO,1880-01-01,6/30/1948
371,Pensacola,USW00013899,30.4781,-87.1869,PENSACOLA REGIONAL AP,7/1/1948,12/31/2021
372,Orlando,USW00012815,28.4339,-81.325,ORLANDO MUNI AP,1892-01-01,1/31/1974
373,Orlando,USW00012815,28.4339,-81.325,ORLANDO INTL ARPT,2/1/1974,12/31/2021
374,Miami,USW00012839,25.7906,-80.3164,MIAMI,1896-01-01,1/31/1939
375,Miami,USW00012839,25.7906,-80.3164,MIAMI INTL AP,2/1/1939,12/31/2021
376,KeyWest,USW00012836,24.555,-81.7522,KEY WEST WB CITY,1871-01-01,2/28/1958
377,KeyWest,USW00012836,24.555,-81.7522,KEY WEST INTL ARPT,3/1/1958,12/31/2021
378,Jacksonville,USW00013889,30.4844,-81.7019,JACKSONVILLE WBO,1872-01-01,12/31/1955
379,Jacksonville,USW00013889,30.4844,-81.7019,JACKSONVILLE INTL AP,1/1/1956,12/31/2021
380,Gainesville,USW00012816,29.6919,-82.2756,GAINESVILLE UNIV OF,1891-01-01,5/31/1957
381,Gainesville,USW00012816,29.6919,-82.2756,GAINESVILLE 3 WSW,6/1/1957,5/16/1960
382,Gainesville,USW00012816,29.6919,-82.2756,GAINESVILLE REGIONAL AP,5/17/1960,12/31/1969
383,Gainesville,USW00012816,29.6919,-82.2756,GAINESVILLE 3 WSW,1/1/1970,12/31/1983
384,Gainesville,USW00012816,29.6919,-82.2756,GAINESVILLE REGIONAL AP,1/1/1984,12/31/2021
385,FortMyers,USW00012835,26.585,-81.8614,FORT MYERS PAGE FIELD,1892-01-01,12/31/2021
386,WashingtonDC,USW00013743,38.8483,-77.0342,WASHINGTON WB CITY,1871-01-01,6/30/1945
387,WashingtonDC,USW00013743,38.8483,-77.0342,WASHINGTON REAGAN NATIONAL AP,7/1/1945,12/31/2021
388,Wilmington,USW00013781,39.6728,-75.6008,WILMINGTON CITY HALL,1894-01-01,12/31/1931
389,Wilmington,USW00013781,39.6728,-75.6008,WILMINGTON PORTER RESV,1/1/1932,12/31/1947
390,Wilmington,USW00013781,39.6728,-75.6008,WILMINGTON NEW CASTLE CNTY AP,1/1/1948,12/31/2021
391,Pueblo,USW00093058,38.29,-104.4983,PUEBLO WB AIRPORT,1889-01-01,6/15/1954
392,Pueblo,USW00093058,38.29,-104.4983,PUEBLO MEMORIAL AP,6/16/1954,12/31/2021
393,GrandJunction,USW00023066,39.1342,-108.54,GRAND JUNCTION,1893-01-01,1899-12-31
394,GrandJunction,USW00023066,39.1342,-108.54,GRAND JUNCTION WALKER FIELD,1/1/1900,12/31/2021
395,Denver,USW00003017,39.8328,-104.6575,DENVER WSO CITY,1872-01-01,12/31/1949
396,Denver,USW00003017,39.8328,-104.6575,DENVER STAPLETON INTL ARPT,1/1/1950,2/28/1995
397,Denver,USW00003017,39.8328,-104.6575,DENVER INTL AP,3/1/1995,12/31/2021
398,ColoradoSprings,USW00093037,38.81,-104.6883,COLORADO SPRINGS,1895-01-01,7/31/1947
399,ColoradoSprings,USW00093037,38.81,-104.6883,COLORADO SPRINGS MUNI AP,4/1/1948,12/31/2021
400,CrescentCity,USW00024286,41.7803,-124.2367,CRESCENT CITY 3NNW,1895-01-01,7/31/2000
401,CrescentCity,USW00024286,41.7803,-124.2367,CRESCENT CITY MCNAMARA AP,8/1/2000,12/31/2021
402,Escondido,USC00042863,33.1211,-117.09,Escondido,1894-01-01,3/31/1979
403,Escondido,USC00042863,33.1211,-117.09,Escondido 2,4/1/1979,12/31/2021
404,Ukiah,USW00023275,39.1258,-123.2008,Ukiah,1893-01-01,7/31/2000
405,Ukiah,USW00023275,39.1258,-123.2008,UKIAH MUNI AP,8/1/2000,12/31/2021
406,Sacramento,USW00023271,38.5553,-121.4183,SACRAMENTO 5 ESE,1878-01-01,12/31/2021
407,Riverside,USW00003171,33.9519,-117.4386,Riverside Fire Sta 3,1893-01-01,12/31/2008
408,Riverside,USW00003171,33.9519,-117.4386,Riverside AP,1/1/2009,12/31/2021
409,Needles,USW00023179,34.7675,-114.6189,Needles,1889-01-01,3/9/1940
410,Needles,USW00023179,34.7675,-114.6189,Needles AP,3/10/1940,12/31/2021
411,SanDiego,USW00023188,32.7336,-117.1831,SAN DIEGO WBO,1851-01-01,6/30/1939
412,SanDiego,USW00023188,32.7336,-117.1831,SAN DIEGO LINDBERGH FIELD,7/1/1939,12/31/2021
413,Redding,USW00024257,40.5175,-122.2986,REDDING WSO,1893-01-01,7/31/1944
414,Redding,USW00024257,40.5175,-122.2986,REDDING FIRE STN 2,8/1/1944,4/30/1979
415,Redding,USW00024257,40.5175,-122.2986,REDDING FIRE STN 4,5/1/1979,8/31/1986
416,Redding,USW00024257,40.5175,-122.2986,REDDING MUNICIPAL ARPT,9/1/1986,12/31/2021
417,LosAngeles,USW00093134,34.0511,-118.2353,LOS ANGELES DOWNTOWN USC CAMPU,1878-01-01,12/31/2021
418,Fresno,USW00093193,36.78,-119.7194,FRESNO CITY OFFICES,1882-01-01,6/30/1939
419,Fresno,USW00093193,36.78,-119.7194,FRESNO CHANDLER FIELD,7/1/1939,8/20/1949
420,Fresno,USW00093193,36.78,-119.7194,FRESNO YOSEMITE INTL AP,8/21/1949,12/31/2021
421,Eureka,USW00024213,40.8097,-124.1603,EUREKA,1887-01-01,12/31/2021
422,Bakersfield,USW00023155,35.4344,-119.0542,BAKERSFIELD,1893-01-01,9/30/1937
423,Bakersfield,USW00023155,35.4344,-119.0542,BAKERSFIELD MEADOWS FIELD,10/1/1937,12/31/2021
424,Russellville,USW00053920,35.2578,-93.0947,Russellville,1893-01-01,7/31/1909
425,Russellville,USW00053920,35.2578,-93.0947,Dardanelle,8/1/1909,9/7/1936
426,Russellville,USW00053920,35.2578,-93.0947,Russellville,9/8/1936,11/30/1979
427,Russellville,USW00053920,35.2578,-93.0947,Dardanelle,12/1/1979,1/6/1999
428,Russellville,USW00053920,35.2578,-93.0947,Russellville Muni AP,1/7/1999,12/31/2021
429,PineBluff,USW00093988,34.175,-91.9347,Pine Bluff,1885-01-01,9/30/1948
430,PineBluff,USW00093988,34.175,-91.9347,Pine Bluff Grider Field,10/1/1948,2/28/1974
431,PineBluff,USW00093988,34.175,-91.9347,Pine Bluff,3/1/1974,5/27/1988
432,PineBluff,USW00093988,34.175,-91.9347,Pine Bluff Grider Field,5/28/1988,12/31/2021
433,Jonesboro,USW00003953,35.8311,-90.6464,Jonesboro 2 NE,1891-01-01,10/31/1998
434,Jonesboro,USW00003953,35.8311,-90.6464,Jonesboro Muni AP,11/1/1998,12/31/2021
435,Harrison,USW00013971,36.2667,-93.1567,Harrison,1892-01-01,2/28/1975
436,Harrison,USW00013971,36.2667,-93.1567,Harrison Boone Co AP,3/1/1975,12/31/2021
437,LittleRock,USW00013963,34.7272,-92.2389,LITTLE ROCK ST CAPITOL,1876-01-01,4/30/1942
438,LittleRock,USW00013963,34.7272,-92.2389,LITTLE ROCK ADAMS FIELD,5/1/1942,12/31/2021
439,FortSmith,USW00013964,35.3331,-94.3625,FORT SMITH,1883-01-01,9/26/1945
440,FortSmith,USW00013964,35.3331,-94.3625,FORT SMITH REGIONAL AP,9/27/1945,12/31/2021
441,Yuma,USW00003145,32.65,-114.6167,YUMA WB CITY,1876-01-01,7/31/1949
442,Yuma,USW00003145,32.65,-114.6167,YUMA INTL ARPT,8/1/1949,11/30/1995
443,Yuma,USW00003145,32.65,-114.6167,YUMA MCAS,12/1/1995,12/31/2021
444,Tucson,USW00023160,32.1314,-110.9553,TUCSON WBO,1895-01-01,10/14/1948
445,Tucson,USW00023160,32.1314,-110.9553,TUCSON INTERNATIONAL AP,10/15/1948,12/31/2021
446,Phoenix,USW00023183,33.4278,-112.0039,PHOENIX CITY,1896-01-01,9/30/1953
447,Phoenix,USW00023183,33.4278,-112.0039,PHOENIX SKY HARBOR INTL AP,10/1/1953,12/31/2021
448,Flagstaff,USW00003103,35.1442,-111.6664,FLAGSTAFF WB CITY,1899-01-01,1/11/1950
449,Flagstaff,USW00003103,35.1442,-111.6664,FLAGSTAFF PULLIAM ARPT,1/12/1950,12/31/2021
450,MuscleShoals,USW00013896,34.7442,-87.5997,Florence,1893-01-01,11/30/1940
451,MuscleShoals,USW00013896,34.7442,-87.5997,Muscle Shoals Regional AP,12/1/1940,12/31/2021
452,Montgomery,USW00013895,32.2997,-86.4075,MONTGOMERY WB CITY,1873-01-01,12/31/1947
453,Montgomery,USW00013895,32.2997,-86.4075,MONTGOMERY DANNELLY FIELD,1/1/1948,12/31/2021
454,Mobile,USW00013838,30.6264,-88.0681,MOBILE WB CITY,1871-01-01,12/31/1947
455,Mobile,USW00013838,30.6264,-88.0681,MOBILE REGIONAL AP,1/1/1948,12/31/2021
456,Huntsville,USW00003856,34.6439,-86.7861,MADISON,1895-01-01,12/31/1936
457,Huntsville,USW00003856,34.6439,-86.7861,HUNTSVILLE,1/1/1937,7/14/1954
458,Huntsville,USW00003856,34.6439,-86.7861,MADISON,7/15/1954,8/31/1958
459,Huntsville,USW00003856,34.6439,-86.7861,HUNTSVILLE,9/1/1958,12/31/2021
460,Birmingham,USW00013876,33.5656,-86.745,BIRMINGHAM,1896-01-01,12/31/1903
461,Birmingham,USW00013876,33.5656,-86.745,BIRMINGHAM AP,1/1/1904,12/31/2021
